baller_id,Name,Body,Team,Gender,Role,Number,Dunks,Shooting,Playmaking,Defense,Image,Skill Rank,Trait Rank,Combo Rank
4512,Ballerz #4512,Alien,Chicago Squid,M,Player,5,85,78,84,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8197.png,4102,76,202
2936,Ballerz #2936,Human V,New York Golden Bulls,M,Player,86,79,84,70,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8069.png,4103,5365,5127
8176,Ballerz #8176,Human V,Nashville Miracle,W,Player,98,95,77,74,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5074.png,4104,1452,1976
1026,Ballerz #1026,Human II,Miami Tentacles,M,Player,68,87,74,94,65,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2371.png,4105,8179,6750
6496,Ballerz #6496,Human IV,Omaha Bullsnakes,M,Player,27,78,81,86,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9355.png,4106,4645,4623
3699,Ballerz #3699,Human V,Minneapolis Express,W,Player,63,95,75,77,74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2842.png,4107,7546,6321
8849,Ballerz #8849,Human III,Delaware Horsemen,M,Player,66,95,74,77,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7568.png,4108,7331,6210
3971,Ballerz #3971,Devil,New Jersey Scientists,M,Player,90,96,69,75,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8521.png,4109,459,800
2879,Ballerz #2879,Human V,Miami Tentacles,M,Player,85,81,86,77,79,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8906.png,4110,4344,4373
7525,Ballerz #7525,Human IV,Helena Pronghorns,M,Player,94,77,78,83,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7139.png,4111,3224,3317
4998,Ballerz #4998,Human II,Nashville Miracle,W,Player,2,72,83,94,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9013.png,4112,1913,2416
8676,Ballerz #8676,Human V,Pennsylvania Fangs,M,Player,21,91,65,79,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8721.png,4113,8468,6994
4800,Ballerz #4800,Human II,Team Flow (M),M,Player,2,79,86,78,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4748.png,4114,3901,3957
4623,Ballerz #4623,Human III,Los Angeles Knives,W,Player,68,87,72,87,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3157.png,4115,6560,5863
9145,Amelia Air-hart,Human II,New York Torches,W,Player,25,83,74,82,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5778.png,4116,1853,2371
8570,Ballerz #8570,Human IV,Alabama Kingpins,M,Player,21,78,86,79,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6366.png,4117,7006,6066
437,Ballerz #437,Human IV,Las Vegas Scorpions,M,Player,89,92,74,78,78,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/437.png,4118,2625,2933
2002,Brittany Griner,Human V,Orlando Freeze,W,Player,39,84,73,75,90,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1502.png,4119,5615,5306
8444,Ballerz #8444,Human II,Minneapolis Express,W,Player,60,82,85,75,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4445.png,4120,4804,4751
2788,Ballerz #2788,Human I,Delaware Horsemen,M,Player,19,75,83,81,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8419.png,4121,3159,3274
3439,Ballerz #3439,Human V,Boston Rulers,M,Player,31,83,98,65,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5009.png,4122,7110,6120
6119,Sexual Chocolate,Human IV,Tampa Bay Omens,W,Player,36,82,80,76,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4310.png,4123,3049,3203
9755,Dr. Dinero ,Alien,Portland Bats,M,Player,43,83,85,79,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9747.png,4124,288,515
3008,Ballerz #3008,Human III,Delaware Horsemen,M,Player,64,84,68,87,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7143.png,4125,8184,6767
3262,Ballerz #3262,Human IV,Tallahassee Tarantulas,M,Captain,28,83,85,77,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7083.png,4126,666,1185
829,Ballerz #829,Human II,Las Vegas Scorpions,M,Player,42,76,92,80,74,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/829.png,4127,5934,5500
4734,Ballerz #4734,Human III,Cleveland Firebirds,W,Player,33,74,92,77,79,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7461.png,4128,5823,5431
3689,Ballerz #3689,Stone,Tallahassee Tarantulas,M,Player,83,77,65,95,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8702.png,4129,3758,3809
6230,Ballerz #6230,Human V,Sierra Spiders,M,Player,53,77,73,91,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6092.png,4130,1269,1769
5156,Ballerz #5156,Human IV,Sierra Spiders,M,Player,50,72,72,83,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5339.png,4131,8611,7165
4941,Carole,Human III,Cleveland Firebirds,W,Player,22,75,84,83,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8369.png,4132,100,241
9391,Ballerz #9391,Human V,Toronto Spears,M,Player,51,81,90,81,70,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7230.png,4133,5706,5355
2631,D’Nice Parker,Human IV,Nashville Miracle,W,Player,37,80,81,77,85,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8108.png,4134,8954,7572
1709,Ballerz #1709,Human V,Omaha Bullsnakes,M,Captain,61,96,78,76,70,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1661.png,4135,2262,2697
8539,Ballerz #8539,Human IV,Delaware Horsemen,M,Player,95,91,87,69,74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3170.png,4136,1858,2384
1481,Ballerz #1481,Human I,Michigan Colliders,M,Player,23,81,84,83,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1979.png,4137,3190,3298
3438,Ballerz #3438,Human II,D.C. Dobermans,M,Player,34,85,80,82,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8663.png,4138,8110,6702
7145,Ballerz #7145,Human II,New Orleans Giants,M,Player,45,86,68,92,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8590.png,4139,7515,6327
7258,Ballerz #7258,Human III,Dallas Pythons,M,Player,47,85,83,86,68,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3555.png,4140,5385,5169
7436,Goldilockz Sikma,Human V,New Jersey Scientists,M,Player,43,85,79,62,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5560.png,4141,9188,7830
2762,Ballerz #2762,Zombie,Boston Rulers,M,Player,68,78,79,85,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2956.png,4142,2582,2918
2739,Ballerz #2739,Human I,Delaware Horsemen,M,Player,23,70,88,83,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7194.png,4143,1296,1807
1696,Ballerz #1696,Alien,Austin Machines,M,Player,12,88,74,85,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1357.png,4144,385,675
2740,Rattle Caruso,Human V,Iowa City Rattlesnakes,M,Player,75,64,86,83,88,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3338.png,4145,4356,4410
7751,Sleepy Stojakovic,Human V,Michigan Colliders,M,Player,78,84,72,77,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7755.png,4146,8717,7285
4760,Ballerz #4760,Human IV,St. Louis Orcs,M,Player,1,91,79,78,74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2802.png,4147,1767,2307
4932,Blake Silver Instinct,Human IV,Austin Machines,M,Player,19,84,76,80,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3381.png,4148,6179,5649
2314,Ballerz #2314,Lizard,Portland Creatures,M,Player,82,82,86,89,64,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1310.png,4149,909,1481
2221,Ballerz #2221,Human III,Michigan Colliders,M,Player,51,65,82,82,92,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1238.png,4150,6957,6069
539,Ballerz #539,Human IV,Portland Bats,M,Player,16,85,80,80,78,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/539.png,4151,8900,7520
2307,Ballerz #2307,Human V,Houston Rogues,W,Player,13,69,87,83,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2434.png,4152,8889,7498
5108,Ballerz #5108,Human IV,Austin Machines,M,Captain,40,83,61,93,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9128.png,5554,3890,4887
6208,Ballerz #6208,Human II,New Jersey Scientists,M,Player,98,86,76,73,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5438.png,4154,4247,4322
145,Ballerz #145,Human III,San Diego Keepers,M,Player,94,81,65,83,92,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/145.png,4155,365,640
16,Ballerz #16,Human I,Helena Pronghorns,M,Player,83,77,80,83,83,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/16.png,4156,8503,7079
4142,Ballerz #4142,Human V,Nashville Miracle,W,Player,99,79,94,79,69,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6073.png,4157,2568,2921
5610,Ballerz #5610,Human IV,Alabama Kingpins,M,Player,8,87,77,86,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8218.png,4158,3723,3805
7848,Ballerz #7848,Human I,Chicago Squid,M,Player,97,81,70,84,87,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6063.png,4159,8623,7216
7800,Billy Breath Right,Human V,Chicago Squid,M,Player,57,87,86,72,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8871.png,4160,2914,3140
2068,Ballerz #2068,Human IV,Phoenix Skulls,M,Player,47,73,90,77,82,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1654.png,4161,4045,4137
1907,Whitney Briner,Human V,Cleveland Firebirds,W,Player,25,83,80,77,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2487.png,4162,5577,5318
8368,Ballerz #8368,Human III,Michigan Colliders,M,Player,21,76,68,86,91,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3513.png,4163,5688,5377
7657,Roz,Bright Pink Alien,Portland Bats,M,Player,71,74,84,70,93,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8271.png,4164,42,151
7463,Ballerz #7463,Human II,St. Louis Orcs,M,Player,68,63,90,94,72,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8520.png,4165,3389,3514
14,Ballerz #14,Human I,Alaska Whales,M,Player,60,82,81,83,77,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/14.png,4166,7385,6292
1685,Ballerz #1685,Human II,Salt Lake City Souls,W,Player,81,89,87,67,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1868.png,4167,2169,2637
1998,Ballerz #1998,Human V,D.C. Dobermans,M,Player,34,65,91,85,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1301.png,4168,7398,6308
804,Ballerz #804,Human III,San Diego Keepers,M,Player,87,75,88,75,84,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/804.png,4169,7967,6625
8032,Ballerz #8032,Human I,New Orleans Giants,M,Player,76,87,86,75,74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3519.png,4170,7888,6562
2453,Ballerz #2453,Human II,Phoenix Skulls,M,Player,43,89,65,86,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2149.png,4171,5481,5256
7303,Ballerz #7303,Lizard,Las Vegas Scorpions,M,Player,56,72,80,75,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8777.png,4172,2321,2768
4013,Ballerz #4013,Human V,Dallas Pythons,M,Player,97,82,77,66,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9385.png,4173,8087,6720
7488,Ballerz #7488,Human IV,Toronto Spears,M,Player,35,90,75,81,76,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9535.png,4174,8532,7121
5993,Ballerz #5993,Human V,Sierra Spiders,M,Player,42,81,76,75,90,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5196.png,4175,5572,5321
35,Ballerz #35,Human V,Iowa City Rattlesnakes,M,Player,11,86,85,82,69,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/35.png,4176,8104,6732
600,Ballerz #600,Human IV,Iowa City Rattlesnakes,M,Player,0,81,81,83,78,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/600.png,4177,2805,3078
8338,Ballerz #8338,Human I,Michigan Colliders,M,Player,92,90,76,76,80,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6009.png,4178,1911,2445
9182,Ballerz #9182,Human I,St. Louis Orcs,M,Player,19,89,82,77,74,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4168.png,4179,3453,3588
7635,Ballerz #7635,Human I,Dallas Pythons,M,Player,0,87,86,64,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6379.png,4180,2207,2674
5189,Ballerz #5189,Human IV,Portland Creatures,M,Player,67,72,77,78,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9608.png,4181,8174,6799
1657,Ballerz #1657,Human II,Charlotte Clovers,W,Player,43,69,85,84,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2048.png,4182,3755,3845
464,Ballerz #464,Human I,Portland Bats,M,Player,94,94,77,60,88,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/464.png,4183,8125,6764
4544,Ballerz #4544,Human IV,Omaha Bullsnakes,M,Player,41,89,74,82,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3510.png,4184,9127,7802
23,Ballerz #23,Human II,Iowa City Rattlesnakes,M,Player,97,74,94,72,81,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/23.png,4185,9771,8563
3855,Ballerz #3855,Human II,San Francisco Surge,W,Player,75,82,80,82,79,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2834.png,4186,8615,7225
9294,Ballerz #9294,Zombie,Portland Bats,M,Player,64,81,81,82,79,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9213.png,4187,659,1192
2556,Ballerz #2556,Human V,Toronto Spears,M,Player,16,85,69,75,92,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4988.png,4188,5584,5338
1343,Ballerz #1343,Human II,Austin Machines,M,Player,99,80,66,91,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1044.png,4189,5490,5276
5686,Ballerz #5686,Human III,Houston Rogues,W,Player,9,69,73,83,95,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3236.png,4190,1084,1628
5387,Ballerz #5387,Human I,Portland Creatures,M,Player,92,81,81,79,82,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6818.png,4191,7319,6276
1716,Sweet Sauce,Human III,Portland Bats,M,Player,88,79,82,88,73,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1408.png,4192,1798,2367
8280,Ballerz #8280,Human III,Delaware Horsemen,M,Captain,41,72,68,86,94,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7574.png,4193,3853,3974
2289,Ballerz #2289,Human III,Omaha Bullsnakes,M,Captain,99,66,95,78,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2170.png,4194,4565,4616
5446,Ballerz #5446,Human IV,New Orleans Giants,M,Player,18,89,85,60,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3504.png,4195,4522,4584
7750,Ballerz #7750,Human II,San Jose Sirens,W,Player,66,70,77,93,81,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3039.png,4196,5513,5303
3351,Caillou Anderson,Human V,Boston Rulers,M,Player,64,90,85,80,66,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9420.png,4197,9230,7918
5260,Ballerz #5260,Human II,Nashville Miracle,W,Player,50,76,87,89,69,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4287.png,4198,583,1067
4828,Ballerz #4828,Human III,Delaware Horsemen,M,Player,80,89,80,76,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3730.png,4199,4879,4880
272,Ballerz #272,Human V,Tallahassee Tarantulas,M,Player,81,91,66,83,81,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/272.png,4200,7185,6216
6471,Ballerz #6471,Human III,Cleveland Firebirds,W,Player,57,86,86,72,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8740.png,4201,2694,3027
2037,Ballerz #2037,Human III,Alabama Kingpins,M,Player,72,81,87,71,83,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2246.png,4202,9710,8460
4820,Ballerz #4820,Stone,Wisconsin Dragons,M,Player,82,72,84,87,79,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3154.png,4203,2447,2875
1264,Ballerz #1264,Devil,Sierra Spiders,M,Player,20,68,74,78,98,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1291.png,4204,65,195
9095,Ballerz #9095,Human III,Los Angeles Mammoths,M,Player,77,86,77,90,68,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7748.png,4205,3649,3761
9071,Ballerz #9071,Devil,Orlando Freeze,W,Player,43,78,74,68,98,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5445.png,4206,128,280
1347,Ballerz #1347,Human III,Cleveland Firebirds,W,Player,4,68,95,82,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1967.png,4207,7817,6543
7775,Ballerz #7775,Human IV,San Francisco Surge,W,Player,75,78,77,78,89,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6853.png,4208,8075,6757
6095,Ballerz #6095,Human III,Seattle Scream,M,Player,65,94,76,76,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/4728.png,4209,1096,1651
2422,Ballerz #2422,Zombie,New Orleans Giants,M,Player,73,91,61,82,86,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/1388.png,4210,810,1386
7536,Duncan Vizla,Human II,San Diego Keepers,M,Player,66,87,72,79,84,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/8296.png,4211,773,1340
719,Ballerz #719,Human IV,Iowa City Rattlesnakes,M,Player,81,86,76,86,74,https://images.ongaia.com/ipfs/QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/719.png,4212,8732,7356
7928,Ballerz #7928,Human I,Michigan Colliders,M,Player,57,80,83,91,67,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9573.png,4213,6920,6103
2925,Ballerz #2925,Human I,San Francisco Surge,W,Player,4,73,72,97,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3808.png,4214,5634,5387
4867,Dean 'NSFW' Goldstein,Human III,Chicago Squid,M,Player,69,85,70,85,82,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/5323.png,4215,2367,2834
4815,Ballerz #4815,Zombie,Alabama Kingpins,M,Player,30,83,82,90,66,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6332.png,4216,2530,2931
9724,Ballerz #9724,Human IV,Alabama Kingpins,M,Player,12,76,87,84,75,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/9726.png,4217,890,1485
2030,Ballerz #2030,Human IV,Phoenix Skulls,M,Player,17,91,68,84,78,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/2449.png,4218,1181,1726
9189,Ballerz #9189,Human II,Toronto Spears,M,Player,74,83,69,92,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/3680.png,4219,7359,6334
5039,Ballerz #5039,Human III,Tampa Bay Omens,W,Player,71,78,84,91,68,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/7101.png,4220,7564,6409
3198,Ballerz #3198,Human II,New York Torches,W,Player,76,81,88,76,77,https://images.ongaia.com/ipfs/QmaUhmEgy5Znagz2ayY2uyn5Xdbsvzm8PkBM1GghtsXihv/6671.png,4221,9490,8186
